model,task,split,selection_protocol,grouping_mode,condition,metric_name,score,damage_pp,top2_hit,top5_hit,n_samples,checkpoint_path,seed,git_commit,notes
pcpmae,shapenetpart,test,finetuned_from_public_pretrain_eval_time_grouping,random_center_knn,largest_part_removed,Instance mIoU (%),44.584809867515695,39.449993850039085,92.05195693067154,99.98958537208594,2874,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pcpmae/part_seg_from_pretrain/best_model.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,ShapeNetPart top-k is computed under the standard known-category part-label restriction used by the original evaluation. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path; checkpoint loaded with exact model-key coverage.
pcpmae,shapenetpart,test,finetuned_from_public_pretrain_eval_time_grouping,random_center_knn,xyz_zero,Instance mIoU (%),32.71572579366374,51.319077923891044,83.17470139070112,99.98226285229646,2874,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pcpmae/part_seg_from_pretrain/best_model.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,ShapeNetPart top-k is computed under the standard known-category part-label restriction used by the original evaluation. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path; checkpoint loaded with exact model-key coverage.
pcpmae,shapenetpart,test,finetuned_from_public_pretrain_eval_time_grouping,random_group,clean,Instance mIoU (%),55.53822491679314,0.0,92.00216039818197,99.98909267353862,2874,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pcpmae/part_seg_from_pretrain/best_model.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,ShapeNetPart top-k is computed under the standard known-category part-label restriction used by the original evaluation. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path; checkpoint loaded with exact model-key coverage.
pcpmae,shapenetpart,test,finetuned_from_public_pretrain_eval_time_grouping,random_group,random_keep20,Instance mIoU (%),55.891224183063194,-0.3529992662700536,91.92727021898921,99.9896193512961,2874,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pcpmae/part_seg_from_pretrain/best_model.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,ShapeNetPart top-k is computed under the standard known-category part-label restriction used by the original evaluation. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path; checkpoint loaded with exact model-key coverage.
pcpmae,shapenetpart,test,finetuned_from_public_pretrain_eval_time_grouping,random_group,structured_keep20,Instance mIoU (%),56.02777369798749,-0.4895487811943511,88.83393884285839,99.9641859124913,2874,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pcpmae/part_seg_from_pretrain/best_model.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,ShapeNetPart top-k is computed under the standard known-category part-label restriction used by the original evaluation. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path; checkpoint loaded with exact model-key coverage.
pcpmae,shapenetpart,test,finetuned_from_public_pretrain_eval_time_grouping,random_group,largest_part_removed,Instance mIoU (%),38.77353184675076,16.764693070042384,84.35063690631523,99.95812062347773,2874,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pcpmae/part_seg_from_pretrain/best_model.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,ShapeNetPart top-k is computed under the standard known-category part-label restriction used by the original evaluation. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path; checkpoint loaded with exact model-key coverage.
pcpmae,shapenetpart,test,finetuned_from_public_pretrain_eval_time_grouping,random_group,xyz_zero,Instance mIoU (%),32.70495721564385,22.83326770114929,83.17252672125088,99.98139638243737,2874,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pcpmae/part_seg_from_pretrain/best_model.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,ShapeNetPart top-k is computed under the standard known-category part-label restriction used by the original evaluation. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path; checkpoint loaded with exact model-key coverage.
pointmae,scanobjectnn,obj_bg,official_checkpoint_eval_time_grouping,fps_knn,clean,Top-1 (%),89.50086236000061,0.0,95.6970751285553,98.96729588508606,581,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pointmae/scan_objonly.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,"structured_keep drops a local anchor neighborhood by retaining farthest points, matching existing PointGPT support-stress protocol; input-level FPS is skipped when the H5 point count already equals npoints. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path."
pointmae,scanobjectnn,obj_bg,official_checkpoint_eval_time_grouping,fps_knn,random_keep20,Top-1 (%),72.28915691375732,17.211705446243286,88.12392354011536,96.55765891075134,581,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pointmae/scan_objonly.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,"structured_keep drops a local anchor neighborhood by retaining farthest points, matching existing PointGPT support-stress protocol; input-level FPS is skipped when the H5 point count already equals npoints. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path."
pointmae,scanobjectnn,obj_bg,official_checkpoint_eval_time_grouping,fps_knn,structured_keep20,Top-1 (%),30.80894947052002,58.69191288948059,46.987950801849365,71.94492220878601,581,/mnt/urashima/users/minesawa/home-offload/ssl/3D-NEPA/results/object_ssl_pointmae_pcpmae/checkpoints/pointmae/scan_objonly.pth,2026,7b7b788b372fc32c8a1a3be6a88682b25bf1095f,"structured_keep drops a local anchor neighborhood by retaining farthest points, matching existing PointGPT support-stress protocol; input-level FPS is skipped when the H5 point count already equals npoints. grouping_mode is an eval-time patchization perturbation with checkpoint/readout fixed; fps_knn is the unmodified path."
