phase,method,n_way,k_shot,trial_or_seed,test_acc,val_acc,run_dir
fewshot_lp,shapenet_mix_nepa,10,20,2,0.4289544235924933,0.40307692307692305,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N10_K20_t2
fewshot_lp,shapenet_mix_nepa,10,20,3,0.3192307692307692,0.3114754098360656,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N10_K20_t3
fewshot_lp,shapenet_mix_nepa,10,20,4,0.425,0.3717277486910995,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N10_K20_t4
fewshot_lp,shapenet_mix_nepa,10,20,5,0.4522184300341297,0.4774774774774775,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N10_K20_t5
fewshot_lp,shapenet_mix_nepa,10,20,6,0.3963963963963964,0.41496598639455784,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N10_K20_t6
fewshot_lp,shapenet_mix_nepa,10,20,7,0.36984126984126986,0.384,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N10_K20_t7
fewshot_lp,shapenet_mix_nepa,10,20,8,0.538235294117647,0.5373665480427047,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N10_K20_t8
fewshot_lp,shapenet_mix_nepa,10,20,9,0.48257372654155495,0.43209876543209874,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N10_K20_t9
fewshot_lp,shapenet_mix_nepa,5,10,0,0.5264705882352941,0.5986394557823129,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t0
fewshot_lp,shapenet_mix_nepa,5,10,1,0.4307692307692308,0.4491525423728814,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t1
fewshot_lp,shapenet_mix_nepa,5,10,2,0.5613496932515337,0.5723270440251572,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t2
fewshot_lp,shapenet_mix_nepa,5,10,3,0.38076923076923075,0.4107142857142857,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t3
fewshot_lp,shapenet_mix_nepa,5,10,4,0.38529411764705884,0.3879310344827586,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t4
fewshot_lp,shapenet_mix_nepa,5,10,5,0.516260162601626,0.49523809523809526,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t5
fewshot_lp,shapenet_mix_nepa,5,10,6,0.3382352941176471,0.35135135135135137,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t6
fewshot_lp,shapenet_mix_nepa,5,10,7,0.5230769230769231,0.6138613861386139,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t7
fewshot_lp,shapenet_mix_nepa,5,10,8,0.6523809523809524,0.47023809523809523,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t8
fewshot_lp,shapenet_mix_nepa,5,10,9,0.36764705882352944,0.40625,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K10_t9
fewshot_lp,shapenet_mix_nepa,5,20,0,0.55,0.5918367346938775,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t0
fewshot_lp,shapenet_mix_nepa,5,20,1,0.4461538461538462,0.423728813559322,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t1
fewshot_lp,shapenet_mix_nepa,5,20,2,0.5950920245398773,0.5786163522012578,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t2
fewshot_lp,shapenet_mix_nepa,5,20,3,0.38076923076923075,0.45535714285714285,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t3
fewshot_lp,shapenet_mix_nepa,5,20,4,0.4470588235294118,0.4224137931034483,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t4
fewshot_lp,shapenet_mix_nepa,5,20,5,0.532520325203252,0.5238095238095238,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t5
fewshot_lp,shapenet_mix_nepa,5,20,6,0.3235294117647059,0.35135135135135137,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t6
fewshot_lp,shapenet_mix_nepa,5,20,7,0.5576923076923077,0.5841584158415841,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t7
fewshot_lp,shapenet_mix_nepa,5,20,8,0.6595238095238095,0.47619047619047616,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t8
fewshot_lp,shapenet_mix_nepa,5,20,9,0.3411764705882353,0.4140625,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_mix_nepa_lp_N5_K20_t9
fewshot_lp,shapenet_nepa,10,10,0,0.4153846153846154,0.4786729857819905,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t0
fewshot_lp,shapenet_nepa,10,10,1,0.3211538461538462,0.4189189189189189,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t1
fewshot_lp,shapenet_nepa,10,10,2,0.4289544235924933,0.40923076923076923,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t2
fewshot_lp,shapenet_nepa,10,10,3,0.41346153846153844,0.3770491803278688,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t3
fewshot_lp,shapenet_nepa,10,10,4,0.30333333333333334,0.2356020942408377,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t4
fewshot_lp,shapenet_nepa,10,10,5,0.5017064846416383,0.5135135135135135,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t5
fewshot_lp,shapenet_nepa,10,10,6,0.487987987987988,0.48639455782312924,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t6
fewshot_lp,shapenet_nepa,10,10,7,0.4222222222222222,0.396,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t7
fewshot_lp,shapenet_nepa,10,10,8,0.32794117647058824,0.3309608540925267,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t8
fewshot_lp,shapenet_nepa,10,10,9,0.4691689008042895,0.411522633744856,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K10_t9
fewshot_lp,shapenet_nepa,10,20,0,0.3903846153846154,0.47393364928909953,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t0
fewshot_lp,shapenet_nepa,10,20,1,0.4423076923076923,0.481981981981982,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t1
fewshot_lp,shapenet_nepa,10,20,2,0.6032171581769437,0.5815384615384616,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t2
fewshot_lp,shapenet_nepa,10,20,3,0.47884615384615387,0.4644808743169399,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t3
fewshot_lp,shapenet_nepa,10,20,4,0.38666666666666666,0.34554973821989526,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t4
fewshot_lp,shapenet_nepa,10,20,5,0.6399317406143344,0.6981981981981982,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t5
fewshot_lp,shapenet_nepa,10,20,6,0.5675675675675675,0.54421768707483,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t6
fewshot_lp,shapenet_nepa,10,20,7,0.5476190476190477,0.56,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t7
fewshot_lp,shapenet_nepa,10,20,8,0.5485294117647059,0.5765124555160143,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t8
fewshot_lp,shapenet_nepa,10,20,9,0.5455764075067024,0.4732510288065844,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N10_K20_t9
fewshot_lp,shapenet_nepa,5,10,0,0.6911764705882353,0.6870748299319728,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t0
fewshot_lp,shapenet_nepa,5,10,1,0.23461538461538461,0.3474576271186441,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t1
fewshot_lp,shapenet_nepa,5,10,2,0.598159509202454,0.610062893081761,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t2
fewshot_lp,shapenet_nepa,5,10,3,0.6230769230769231,0.5178571428571429,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t3
fewshot_lp,shapenet_nepa,5,10,4,0.4,0.3706896551724138,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t4
fewshot_lp,shapenet_nepa,5,10,5,0.8373983739837398,0.8095238095238095,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t5
fewshot_lp,shapenet_nepa,5,10,6,0.4176470588235294,0.46621621621621623,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t6
fewshot_lp,shapenet_nepa,5,10,7,0.75,0.6534653465346535,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t7
fewshot_lp,shapenet_nepa,5,10,8,0.6142857142857143,0.5892857142857143,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t8
fewshot_lp,shapenet_nepa,5,10,9,0.7264705882352941,0.734375,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K10_t9
fewshot_lp,shapenet_nepa,5,20,0,0.6941176470588235,0.6802721088435374,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t0
fewshot_lp,shapenet_nepa,5,20,1,0.23846153846153847,0.3644067796610169,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t1
fewshot_lp,shapenet_nepa,5,20,2,0.6196319018404908,0.5786163522012578,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t2
fewshot_lp,shapenet_nepa,5,20,3,0.6346153846153846,0.5982142857142857,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t3
fewshot_lp,shapenet_nepa,5,20,4,0.42058823529411765,0.3879310344827586,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t4
fewshot_lp,shapenet_nepa,5,20,5,0.7845528455284553,0.7904761904761904,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t5
fewshot_lp,shapenet_nepa,5,20,6,0.5176470588235295,0.6351351351351351,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t6
fewshot_lp,shapenet_nepa,5,20,7,0.7846153846153846,0.6831683168316832,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t7
fewshot_lp,shapenet_nepa,5,20,8,0.6333333333333333,0.5833333333333334,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t8
fewshot_lp,shapenet_nepa,5,20,9,0.7029411764705882,0.703125,runs/modelnet40_pointgpt_protocol/fewshot/scan_shapenet_nepa_lp_N5_K20_t9
